Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"W [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"W/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_W/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'w'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "y=-142mm_16x32x32_MovingAvg3x3" I=65 J=40 F=POINT
  52.5000	-142.0000	   2.5000	   1.1413	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0004	  -0.0001	  -0.0002	  -0.0010	   0.0000	
  55.0000	-142.0000	   2.5000	   1.1957	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0003	  -0.0001	  -0.0001	  -0.0008	   0.0000	
  57.5000	-142.0000	   2.5000	   1.2500	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0003	  -0.0001	  -0.0001	  -0.0007	   0.0000	
  60.0000	-142.0000	   2.5000	   1.3043	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0003	  -0.0001	  -0.0001	  -0.0006	   0.0000	
  62.5000	-142.0000	   2.5000	   1.3587	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0003	  -0.0001	  -0.0001	  -0.0005	   0.0000	
  65.0000	-142.0000	   2.5000	   1.4130	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0001	  -0.0005	   0.0000	
  67.5000	-142.0000	   2.5000	   1.4674	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0001	  -0.0004	   0.0000	
  70.0000	-142.0000	   2.5000	   1.5217	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0000	  -0.0004	   0.0000	
  72.5000	-142.0000	   2.5000	   1.5761	  -3.0870	   0.0543	   0.0000	  -0.0000	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0000	  -0.0003	   0.0000	
  75.0000	-142.0000	   2.5000	   1.6304	  -3.0870	   0.0543	   0.0000	  -0.0000	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0000	  -0.0003	   0.0000	
  77.5000	-142.0000	   2.5000	   1.6848	  -3.0870	   0.0543	   0.0001	  -0.0000	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	  -0.0000	  -0.0003	   0.0000	
  80.0000	-142.0000	   2.5000	   1.7391	  -3.0870	   0.0543	   0.0001	  -0.0000	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0002	  -0.0001	   0.0000	  -0.0002	   0.0000	
 -80.0000	-142.0000	   5.0000	  -1.7391	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0000	   0.0001	  -0.0000	
 -77.5000	-142.0000	   5.0000	  -1.6848	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -75.0000	-142.0000	   5.0000	  -1.6304	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -72.5000	-142.0000	   5.0000	  -1.5761	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -70.0000	-142.0000	   5.0000	  -1.5217	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -67.5000	-142.0000	   5.0000	  -1.4674	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -65.0000	-142.0000	   5.0000	  -1.4130	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0001	   0.0001	   0.0001	  -0.0000	
 -62.5000	-142.0000	   5.0000	  -1.3587	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0001	   0.0001	   0.0001	  -0.0000	
 -60.0000	-142.0000	   5.0000	  -1.3043	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0001	   0.0001	   0.0002	  -0.0000	
 -57.5000	-142.0000	   5.0000	  -1.2500	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0001	   0.0002	   0.0002	  -0.0000	
 -55.0000	-142.0000	   5.0000	  -1.1957	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0001	   0.0002	   0.0002	  -0.0000	
 -52.5000	-142.0000	   5.0000	  -1.1413	  -3.0870	   0.1087	  -0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0001	   0.0002	   0.0003	  -0.0000	
 -50.0000	-142.0000	   5.0000	  -1.0870	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0002	   0.0003	   0.0003	  -0.0000	
 -47.5000	-142.0000	   5.0000	  -1.0326	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0002	   0.0003	   0.0004	  -0.0000	
 -45.0000	-142.0000	   5.0000	  -0.9783	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0000	  -0.0001	   0.0002	   0.0004	   0.0005	  -0.0000	
 -42.5000	-142.0000	   5.0000	  -0.9239	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0001	  -0.0002	   0.0003	   0.0006	   0.0006	  -0.0000	
 -40.0000	-142.0000	   5.0000	  -0.8696	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0001	  -0.0002	   0.0003	   0.0006	   0.0008	  -0.0000	
 -37.5000	-142.0000	   5.0000	  -0.8152	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	  -0.0001	  -0.0004	   0.0005	   0.0015	   0.0013	  -0.0000	
 -35.0000	-142.0000	   5.0000	  -0.7609	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0001	   0.0000	   0.0000	  -0.0000	  -0.0000	  -0.0000	   0.0000	  -0.0001	  -0.0003	   0.0006	   0.0007	   0.0013	  -0.0000	
 -32.5000	-142.0000	   5.0000	  -0.7065	  -3.0870	   0.1087	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	   0.0000	   0.0000	  -0.0002	  -0.0007	   0.0011	   0.0027	   0.0029	  -0.0000	
 -30.0000	-142.0000	   5.0000	  -0.6522	  -3.0870	   0.1087	  -0.0002	   0.0005	   0.0005	  -0.0000	   0.0001	   0.0001	   0.0001	   0.0000	   0.0000	  -0.0023	  -0.0072	   0.0061	   0.0406	   0.0220	   0.0001	
 -27.5000	-142.0000	   5.0000	  -0.5978	  -3.0870	   0.1087	   0.0020	  -0.0045	  -0.0050	   0.0003	  -0.0007	  -0.0009	  -0.0011	  -0.0000	  -0.0000	   0.0159	   0.0447	  -0.0291	  -0.2817	  -0.1177	  -0.0008	
 -25.0000	-142.0000	   5.0000	  -0.5435	  -3.0870	   0.1087	  -0.0127	   0.0282	   0.0307	  -0.0021	   0.0047	   0.0061	   0.0066	   0.0003	   0.0001	  -0.1041	  -0.2996	   0.2041	   1.8431	   0.8024	   0.0051	
 -22.5000	-142.0000	   5.0000	  -0.4891	  -3.0870	   0.1087	  -0.0926	   0.1787	   0.2012	  -0.0154	   0.0298	   0.0386	   0.0383	   0.0021	   0.0007	  -0.5587	  -1.3880	   0.9069	   8.6813	   4.2478	   0.0335	
 -20.0000	-142.0000	   5.0000	  -0.4348	  -3.0870	   0.1087	  -0.1280	   0.1923	   0.2320	  -0.0213	   0.0320	   0.0464	   0.0363	   0.0027	   0.0008	  -0.4657	  -0.7006	   0.5015	   4.9465	   3.7574	   0.0387	
 -17.5000	-142.0000	   5.0000	  -0.3804	  -3.0870	   0.1087	  -0.1675	   0.2027	   0.2657	  -0.0279	   0.0338	   0.0587	   0.0383	   0.0037	   0.0012	  -0.5074	  -0.6478	   0.5800	   4.5694	   4.1887	   0.0443	
 -15.0000	-142.0000	   5.0000	  -0.3261	  -3.0870	   0.1087	  -0.2068	   0.2199	   0.3047	  -0.0345	   0.0366	   0.0723	   0.0390	   0.0051	   0.0015	  -0.5397	  -0.5757	   0.5469	   3.8599	   4.1797	   0.0508	
