Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/B"	"y/B"	"z/B"	"C*"	"C*std"	
Zone T = "West_y=-31mm_Tec" I=17 J=25 F=POINT
 -17.5000	 -31.0000	  30.0000	  -0.3804	  -0.6739	   0.6522	  28.4000	  24.0237	
 -15.0000	 -31.0000	  30.0000	  -0.3261	  -0.6739	   0.6522	  25.4500	  23.3075	
 -12.5000	 -31.0000	  30.0000	  -0.2717	  -0.6739	   0.6522	  22.5000	  22.5913	
 -10.0000	 -31.0000	  30.0000	  -0.2174	  -0.6739	   0.6522	  19.8894	  21.7711	
  -7.5000	 -31.0000	  30.0000	  -0.1630	  -0.6739	   0.6522	  18.1275	  20.6913	
  -5.0000	 -31.0000	  30.0000	  -0.1087	  -0.6739	   0.6522	  16.7050	  19.5075	
  -2.5000	 -31.0000	  30.0000	  -0.0543	  -0.6739	   0.6522	  15.2825	  18.3237	
   0.0000	 -31.0000	  30.0000	   0.0000	  -0.6739	   0.6522	  13.9450	  17.0986	
   2.5000	 -31.0000	  30.0000	   0.0543	  -0.6739	   0.6522	  12.8200	  15.7700	
   5.0000	 -31.0000	  30.0000	   0.1087	  -0.6739	   0.6522	  11.7800	  14.4000	
   7.5000	 -31.0000	  30.0000	   0.1630	  -0.6739	   0.6522	  10.7400	  13.0300	
  10.0000	 -31.0000	  30.0000	   0.2174	  -0.6739	   0.6522	   9.8208	  11.7500	
  12.5000	 -31.0000	  30.0000	   0.2717	  -0.6739	   0.6522	   9.2037	  10.6950	
  15.0000	 -31.0000	  30.0000	   0.3261	  -0.6739	   0.6522	   8.7075	   9.7300	
  17.5000	 -31.0000	  30.0000	   0.3804	  -0.6739	   0.6522	   8.2112	   8.7650	
  20.0000	 -31.0000	  30.0000	   0.4348	  -0.6739	   0.6522	   7.7150	   7.8000	
 -20.0000	 -31.0000	  32.5000	  -0.4348	  -0.6739	   0.7065	  30.0550	  23.1400	
 -17.5000	 -31.0000	  32.5000	  -0.3804	  -0.6739	   0.7065	  27.2425	  22.4694	
 -15.0000	 -31.0000	  32.5000	  -0.3261	  -0.6739	   0.7065	  24.4300	  21.7987	
 -12.5000	 -31.0000	  32.5000	  -0.2717	  -0.6739	   0.7065	  21.6175	  21.1281	
 -10.0000	 -31.0000	  32.5000	  -0.2174	  -0.6739	   0.7065	  19.0705	  20.3911	
  -7.5000	 -31.0000	  32.5000	  -0.1630	  -0.6739	   0.7065	  17.5412	  19.3994	
  -5.0000	 -31.0000	  32.5000	  -0.1087	  -0.6739	   0.7065	  16.2775	  18.3412	
  -2.5000	 -31.0000	  32.5000	  -0.0543	  -0.6739	   0.7065	  15.0137	  17.2831	
   0.0000	 -31.0000	  32.5000	   0.0000	  -0.6739	   0.7065	  13.7875	  16.1726	
   2.5000	 -31.0000	  32.5000	   0.0543	  -0.6739	   0.7065	  12.7050	  14.8612	
   5.0000	 -31.0000	  32.5000	   0.1087	  -0.6739	   0.7065	  11.6600	  13.4975	
   7.5000	 -31.0000	  32.5000	   0.1630	  -0.6739	   0.7065	  10.6150	  12.1337	
  10.0000	 -31.0000	  32.5000	   0.2174	  -0.6739	   0.7065	   9.6691	  10.8495	
  12.5000	 -31.0000	  32.5000	   0.2717	  -0.6739	   0.7065	   9.1031	   9.8700	
  15.0000	 -31.0000	  32.5000	   0.3261	  -0.6739	   0.7065	   8.6363	   8.9700	
  17.5000	 -31.0000	  32.5000	   0.3804	  -0.6739	   0.7065	   8.1694	   8.0700	
  20.0000	 -31.0000	  32.5000	   0.4348	  -0.6739	   0.7065	   7.7025	   7.1700	
 -20.0000	 -31.0000	  35.0000	  -0.4348	  -0.6739	   0.7609	  28.7600	  21.5400	
 -17.5000	 -31.0000	  35.0000	  -0.3804	  -0.6739	   0.7609	  26.1538	  21.0486	
 -15.0000	 -31.0000	  35.0000	  -0.3261	  -0.6739	   0.7609	  23.5289	  20.4581	
 -12.5000	 -31.0000	  35.0000	  -0.2717	  -0.6739	   0.7609	  20.8496	  19.7907	
 -10.0000	 -31.0000	  35.0000	  -0.2174	  -0.6739	   0.7609	  18.0600	  19.0400	
  -7.5000	 -31.0000	  35.0000	  -0.1630	  -0.6739	   0.7609	  17.0534	  18.2067	
  -5.0000	 -31.0000	  35.0000	  -0.1087	  -0.6739	   0.7609	  15.9267	  17.2744	
  -2.5000	 -31.0000	  35.0000	  -0.0543	  -0.6739	   0.7609	  14.7649	  16.2967	
   0.0000	 -31.0000	  35.0000	   0.0000	  -0.6739	   0.7609	  13.6400	  15.3100	
   2.5000	 -31.0000	  35.0000	   0.0543	  -0.6739	   0.7609	  12.5894	  14.0187	
   5.0000	 -31.0000	  35.0000	   0.1087	  -0.6739	   0.7609	  11.5633	  12.7256	
   7.5000	 -31.0000	  35.0000	   0.1630	  -0.6739	   0.7609	  10.5266	  11.3727	
  10.0000	 -31.0000	  35.0000	   0.2174	  -0.6739	   0.7609	   9.4400	   9.8800	
  12.5000	 -31.0000	  35.0000	   0.2717	  -0.6739	   0.7609	   9.0553	   9.2273	
  15.0000	 -31.0000	  35.0000	   0.3261	  -0.6739	   0.7609	   8.6303	   8.4625	
  17.5000	 -31.0000	  35.0000	   0.3804	  -0.6739	   0.7609	   8.1754	   7.5823	
  20.0000	 -31.0000	  35.0000	   0.4348	  -0.6739	   0.7609	   7.6900	   6.5400	
 -20.0000	 -31.0000	  37.5000	  -0.4348	  -0.6739	   0.8152	  27.7325	  20.7425	
 -17.5000	 -31.0000	  37.5000	  -0.3804	  -0.6739	   0.8152	  25.3287	  20.1400	
 -15.0000	 -31.0000	  37.5000	  -0.3261	  -0.6739	   0.8152	  22.9250	  19.5375	
 -12.5000	 -31.0000	  37.5000	  -0.2717	  -0.6739	   0.8152	  20.5213	  18.9350	
 -10.0000	 -31.0000	  37.5000	  -0.2174	  -0.6739	   0.8152	  18.3281	  18.2750	
  -7.5000	 -31.0000	  37.5000	  -0.1630	  -0.6739	   0.8152	  16.9425	  17.3944	
  -5.0000	 -31.0000	  37.5000	  -0.1087	  -0.6739	   0.8152	  15.7675	  16.4563	
  -2.5000	 -31.0000	  37.5000	  -0.0543	  -0.6739	   0.8152	  14.5925	  15.5181	
   0.0000	 -31.0000	  37.5000	   0.0000	  -0.6739	   0.8152	  13.4567	  14.5437	
   2.5000	 -31.0000	  37.5000	   0.0543	  -0.6739	   0.8152	  12.4712	  13.4300	
   5.0000	 -31.0000	  37.5000	   0.1087	  -0.6739	   0.8152	  11.5250	  12.2800	
   7.5000	 -31.0000	  37.5000	   0.1630	  -0.6739	   0.8152	  10.5787	  11.1300	
  10.0000	 -31.0000	  37.5000	   0.2174	  -0.6739	   0.8152	   9.7223	  10.0577	
  12.5000	 -31.0000	  37.5000	   0.2717	  -0.6739	   0.8152	   9.2100	   9.2831	
  15.0000	 -31.0000	  37.5000	   0.3261	  -0.6739	   0.8152	   8.7875	   8.5862	
  17.5000	 -31.0000	  37.5000	   0.3804	  -0.6739	   0.8152	   8.3650	   7.8894	
  20.0000	 -31.0000	  37.5000	   0.4348	  -0.6739	   0.8152	   7.9425	   7.1925	
 -20.0000	 -31.0000	  40.0000	  -0.4348	  -0.6739	   0.8696	  26.7050	  19.9450	
 -17.5000	 -31.0000	  40.0000	  -0.3804	  -0.6739	   0.8696	  24.5725	  19.3650	
 -15.0000	 -31.0000	  40.0000	  -0.3261	  -0.6739	   0.8696	  22.4400	  18.7850	
 -12.5000	 -31.0000	  40.0000	  -0.2717	  -0.6739	   0.8696	  20.3075	  18.2050	
 -10.0000	 -31.0000	  40.0000	  -0.2174	  -0.6739	   0.8696	  18.3722	  17.5442	
  -7.5000	 -31.0000	  40.0000	  -0.1630	  -0.6739	   0.8696	  16.9300	  16.6812	
  -5.0000	 -31.0000	  40.0000	  -0.1087	  -0.6739	   0.8696	  15.6850	  15.7375	
  -2.5000	 -31.0000	  40.0000	  -0.0543	  -0.6739	   0.8696	  14.4400	  14.7937	
   0.0000	 -31.0000	  40.0000	   0.0000	  -0.6739	   0.8696	  13.2844	  13.8503	
   2.5000	 -31.0000	  40.0000	   0.0543	  -0.6739	   0.8696	  12.3525	  12.9075	
   5.0000	 -31.0000	  40.0000	   0.1087	  -0.6739	   0.8696	  11.5100	  11.9650	
   7.5000	 -31.0000	  40.0000	   0.1630	  -0.6739	   0.8696	  10.6675	  11.0225	
  10.0000	 -31.0000	  40.0000	   0.2174	  -0.6739	   0.8696	   9.9217	  10.1653	
  12.5000	 -31.0000	  40.0000	   0.2717	  -0.6739	   0.8696	   9.4175	   9.5212	
  15.0000	 -31.0000	  40.0000	   0.3261	  -0.6739	   0.8696	   9.0100	   8.9625	
  17.5000	 -31.0000	  40.0000	   0.3804	  -0.6739	   0.8696	   8.6025	   8.4038	
  20.0000	 -31.0000	  40.0000	   0.4348	  -0.6739	   0.8696	   8.1950	   7.8450	
 -20.0000	 -31.0000	  42.5000	  -0.4348	  -0.6739	   0.9239	  25.6775	  19.1475	
 -17.5000	 -31.0000	  42.5000	  -0.3804	  -0.6739	   0.9239	  23.8163	  18.5900	
 -15.0000	 -31.0000	  42.5000	  -0.3261	  -0.6739	   0.9239	  21.9550	  18.0325	
 -12.5000	 -31.0000	  42.5000	  -0.2717	  -0.6739	   0.9239	  20.0938	  17.4750	
 -10.0000	 -31.0000	  42.5000	  -0.2174	  -0.6739	   0.9239	  18.3261	  16.8503	
  -7.5000	 -31.0000	  42.5000	  -0.1630	  -0.6739	   0.9239	  16.9175	  15.9681	
  -5.0000	 -31.0000	  42.5000	  -0.1087	  -0.6739	   0.9239	  15.6025	  15.0187	
